Dim1,Dim2,Dim3,Dim4,Dim5,Dim6,Dim7,Dim8,Dim9,Dim10,Dim11,Dim12,Dim13,Dim14,Dim15,Pattern
0.9779437,2.4823859,-0.9343539,6.403884,-1.7620566,-2.7091498,-0.6596761,3.6957035,-0.8574465,-1.925058,-0.29502988,3.2558694,-4.447715,-7.239178,6.717194,random
-0.81596094,0.9372244,-2.8899028,4.9700236,-1.5480878,-3.4634566,-1.31226,1.4399515,0.72873265,-6.5593657,-1.1896403,3.2433577,-7.116495,-8.518382,6.144465,random
0.4642226,-0.6227033,-0.82291025,8.641952,1.1400591,-5.194292,-0.97244316,4.3264027,1.5271271,-3.3772504,-0.8567295,5.6221733,-6.525204,-8.343805,7.707732,random
1.1266218,0.010696155,-1.340004,7.7408786,0.5973743,-3.3862069,0.76652294,4.2081127,0.2196866,-3.6752038,-0.9515574,4.6211944,-4.874436,-7.6549883,7.021958,random
1.4050264,0.08636697,-2.8172405,7.2274456,0.895515,-4.425964,-0.13537842,3.9045322,1.6808442,-3.841018,-1.3997017,4.0939765,-6.5855246,-8.7200985,6.929015,random
0.6181245,0.18615663,-1.161796,4.8081446,-1.7435061,-3.927002,-1.441013,3.1706653,3.625885,-4.918141,-2.4408681,4.0345564,-7.5133286,-10.421072,6.194715,random
0.7080001,1.8553864,-1.7995125,6.545025,-3.2456102,-0.15100448,0.40520337,3.32775,-0.60100114,-2.3927708,-0.12185569,3.7651486,-4.039296,-7.268329,5.5203977,random
1.2246708,1.7115055,-1.642917,6.6283584,-2.1263728,-1.4190638,0.7541881,3.4553347,0.04888427,-3.5636544,0.58527243,3.1946263,-4.5487814,-7.292104,5.3590565,random
1.0822256,2.458273,-1.9890884,6.90884,-1.1914965,-1.7221093,0.26495078,2.7746096,-1.1282073,-2.2153742,0.08104239,2.530387,-4.6558213,-8.379625,5.584577,random
1.055093,2.6837347,-2.3150826,6.466441,-0.90732414,-1.0554352,0.5615675,2.3319254,-1.200521,-1.5502456,-0.09410382,2.3327484,-5.069916,-7.987664,5.7096095,random
1.7490762,2.2894046,-2.32324,4.954407,-2.7329836,-0.2206318,1.191313,2.6769793,-1.1223134,-2.333145,-0.76760453,2.5100822,-4.1599293,-7.8907185,5.3764143,random
0.65318173,2.8412192,-0.67074966,4.227022,-3.4251404,-1.3045694,0.5997937,3.236056,-0.23014747,-3.3022718,-1.2648176,2.2472591,-4.198659,-8.640673,5.4955716,random
0.115991645,1.4986724,-1.2167222,6.319138,-1.9077245,-4.1000657,0.1137277,0.7151046,0.88831353,-4.532733,-0.2841417,3.527038,-6.647805,-7.6638103,5.936656,random
0.95278335,1.6391726,-2.9705732,6.050035,-1.4718446,-1.2622758,1.5795127,3.5307307,-1.4096367,-2.5413725,-0.2439242,4.929276,-3.797885,-6.9195766,5.973344,random
2.0760713,1.6243047,-1.1176475,6.3472834,-2.370029,-2.0668433,0.68569374,4.077833,0.5492303,-2.787065,-0.3346944,3.370921,-4.700124,-7.641338,6.134607,random
1.6857677,2.13928,-2.0747519,6.8837175,-0.8576364,-4.787205,-0.72318274,6.0231357,1.8219637,-1.7782918,-0.32405153,3.7240481,-5.49866,-9.556355,6.2244334,random
-0.25183555,2.0541213,-1.5398625,6.688753,-0.007418473,-3.9453747,-1.1343424,3.5818012,1.0576432,-3.004481,-0.63852143,5.7856026,-5.6683707,-9.357551,6.600735,random
0.7205513,1.672326,-2.1370423,5.9583187,-1.9748021,-3.6726968,-1.8937305,4.117706,2.012712,-3.3631248,0.032366805,3.6316962,-6.592859,-8.826541,6.49463,random
-0.5720607,2.1911023,-2.0102496,7.073968,-2.1421564,-4.6749177,-2.01518,4.520095,2.71449,-3.610451,-0.23894145,4.251084,-5.9402843,-9.57793,6.227192,random
0.4516465,2.1956813,-1.3391778,5.383026,-2.2315054,-1.7571323,1.0165845,2.835004,-0.6645005,-3.393807,-0.1689053,2.9492755,-5.1843557,-7.8815618,5.5150194,random
-0.17736699,1.9304705,-1.2197709,5.110382,-2.588723,-3.5912979,-0.51654404,2.4335039,0.38945252,-3.5749078,0.012827946,3.9459841,-6.9727855,-8.260011,5.451595,random
-0.18528613,1.3963876,-1.5214876,7.214317,-1.4702506,-4.9284096,-2.2685778,1.1124612,3.3387744,-4.1424904,-1.665571,6.947933,-6.74739,-8.866093,7.386995,random
1.1687791,2.0759218,-1.4212105,6.0599527,-2.3748727,-1.2717755,1.3161676,2.6544766,-0.07285046,-3.2901316,-0.8850583,3.7470882,-3.6912184,-7.2843084,6.180923,random
-1.8590016,1.7883471,-1.3183023,6.4466715,-1.134526,-3.36301,-1.6551635,1.5417293,1.2971011,-4.63566,-0.4331702,5.475582,-7.0484667,-7.7017183,7.211407,random
-2.7425668,1.5872079,-1.2099191,6.247468,-2.006307,-4.3000216,-2.0363803,0.38101107,0.8216153,-4.467139,-0.20297211,5.7636085,-7.4083242,-8.145909,6.702472,random
-2.0498948,1.6303313,-1.7639182,5.680316,-2.4803405,-3.4664588,-1.0737544,0.46534732,0.07282117,-4.2273026,-0.2876616,4.98276,-6.7024145,-7.8442693,6.3677845,random
-0.24001478,0.8939355,-1.4619215,4.5398183,-2.090749,-2.71505,-1.3023793,1.8917272,1.1903453,-4.8954716,-0.53162676,4.0871344,-7.0028734,-7.839848,6.5742974,random
-0.8008767,1.2337465,-2.3779042,5.4515605,-1.2276537,-3.334425,-0.56810606,1.9096609,0.8703451,-4.8596916,0.24228692,3.6350343,-6.5739827,-7.50769,7.1911716,random
0.078096166,1.3401331,-2.449784,5.7255063,-1.7152978,-1.9399219,1.1794262,2.6175084,-0.7777946,-3.1864607,0.2467166,3.8814797,-4.753241,-7.7732344,5.8382483,random
0.7912822,0.62720484,-2.6778104,6.026778,-1.9853505,-2.2269888,0.7269357,2.6764128,0.62372965,-3.8758986,-0.23883903,4.982203,-5.5901694,-7.823794,5.5645094,random
1.2787879,0.5715088,-1.9334103,7.0304885,-0.72914416,-2.0207696,0.21759818,3.3180065,0.7025732,-3.2714326,-0.2797057,4.873313,-5.112663,-8.094399,5.8718157,random
0.84102196,1.0560167,-2.5233836,4.393526,-2.9117906,-2.5824113,0.22928132,1.6347047,1.5062859,-5.4540906,-1.3122483,4.4685636,-5.4120665,-8.69502,5.96279,random
0.06064813,1.7931801,-2.6475053,3.878472,-3.2193635,-3.1735988,-1.8494133,0.5503248,1.7766086,-5.885333,-1.6114645,4.5483837,-6.970388,-8.455739,6.077736,random
0.61372906,1.3122276,-3.0510063,5.764792,-0.72806877,-3.6001914,-0.03578914,1.5666797,0.4164347,-5.2447195,-0.67119,4.188798,-5.8961887,-7.5366025,7.4548507,random
1.2577659,2.2948542,-2.1485517,6.1164455,-1.7021865,-3.2429457,0.30102685,3.7740011,1.7512676,-4.3931813,-0.481789,2.6069381,-4.6092787,-9.471999,5.615244,random
1.6538066,1.899425,-2.5837266,5.198254,-1.2318761,-1.7621359,2.0766773,3.5794606,0.5321508,-3.5772116,-0.7340186,2.6880057,-4.7763257,-8.825646,5.372349,random
0.41097644,1.3471326,-2.2047012,6.601653,-0.06269401,-4.5261207,-0.8542111,4.0397625,2.083251,-2.5725584,-1.0435188,5.404456,-6.176173,-9.755474,6.17132,random
-0.41508913,0.9788492,-1.600149,6.9173923,-1.1484133,-3.1987412,-0.6324241,2.5644357,0.7325865,-4.091803,-0.6748626,6.1807365,-6.105008,-7.337751,5.985227,random
-0.3132092,0.71829677,-0.9518162,7.0539923,-0.7761346,-3.9741626,-0.51710373,2.4441097,0.6543476,-4.2901187,-0.6900184,6.033455,-6.076154,-7.3798485,6.338407,random
-0.30818224,0.71361685,-0.9667376,7.091986,-0.9336024,-4.081393,-0.5375394,2.255189,0.6739171,-4.339708,-0.71050197,6.093519,-6.134968,-7.454102,6.304703,random
-0.20645382,0.6736519,-0.88245386,6.9656687,-0.7651891,-4.1553826,-0.6967085,2.1337411,0.48908767,-3.9499264,-0.54001355,5.849875,-6.13481,-7.5786667,6.3921804,random
-1.4728452,2.288218,-2.87695,5.2171397,0.10981747,-5.0720677,-0.15338969,1.4316581,2.1874714,-3.5563767,0.18966837,3.8388882,-7.6751504,-10.355732,6.7828393,random
-1.804769,2.0994835,-2.2024682,4.43856,-1.051708,-4.494899,0.2404841,1.1684675,3.253758,-3.1621306,-0.1683611,4.2953525,-7.8264613,-10.660838,6.441794,random
-1.3781637,1.6877888,-1.9353818,4.4070196,-1.1734612,-3.8913398,0.55854875,1.1451516,3.125717,-3.198368,-0.10516293,4.3965774,-7.856287,-10.150774,6.3313227,random
0.8521542,0.5134556,-1.5239912,6.8755565,-2.7666657,-2.266005,-2.005472,1.6048485,2.6737387,-4.8401713,-0.38509473,5.439904,-6.6696124,-7.0056286,6.5585113,random
1.3379914,1.1913984,-2.4427176,6.3941174,0.49916163,-5.1126666,-0.544232,1.0897459,1.7079196,-3.1562123,0.432804,3.0645542,-7.797284,-9.164066,6.9256763,random
-0.26006097,0.5002305,-2.034038,6.153517,-0.47646552,-4.943252,-1.783849,0.88747007,3.222232,-4.246315,0.69504815,4.2944703,-9.381411,-8.575062,7.2992954,random
-0.41848734,0.7000715,-1.8894246,5.987768,-0.6470902,-4.2097034,-1.5591365,1.7873417,3.4020631,-3.732603,-0.51842344,5.8268204,-7.355673,-9.994815,6.7474003,random
0.94716024,0.5038994,-1.9947356,7.0124173,-0.7829741,-4.4591765,-2.2632422,2.2375753,3.1676917,-4.726623,-0.095797695,4.656456,-8.36932,-7.813984,6.994455,random
-0.117960036,0.35873073,-2.1019118,5.097648,-0.87998325,-5.277779,-1.9365547,1.1646514,3.996679,-3.6013215,-0.30032557,5.414109,-9.510184,-10.04282,7.019556,random
-0.11780368,0.5970582,-2.2330003,4.963945,-1.3126565,-4.9854236,-1.951477,1.5146049,3.3708956,-3.6678667,-0.51412797,5.481912,-9.095497,-9.477619,6.6717167,random
-0.13185388,0.058115505,-2.389781,6.8173594,-1.01969,-4.3157163,-3.5734155,0.5387678,2.199358,-4.7410398,-0.16487294,5.4490585,-8.813187,-8.729336,6.056009,random
-0.3008958,0.36790043,-2.0701005,6.7166157,-0.93895704,-3.7528567,-3.0181012,-0.16447416,1.8064367,-5.029236,-0.26487103,5.5373216,-8.542041,-8.31908,6.1348543,random
-1.0559088,0.28561002,-1.5120546,4.8239675,-3.0130935,-5.240822,-2.2708309,1.9551704,3.6659007,-5.438653,-0.3840125,4.325023,-8.511791,-10.449412,5.5383134,random
-0.30105698,-0.019435294,-2.3293524,6.6052217,-1.0894437,-4.7289615,-3.7456794,0.9313745,2.7061915,-4.621539,0.043433856,5.1425905,-9.000049,-9.223377,6.0128503,random
-0.1952227,0.37458125,-2.1882246,6.664026,-1.0111525,-3.9434266,-3.2399466,0.03001086,1.9571576,-4.6426167,-0.1810585,5.455286,-8.561802,-8.553104,6.0053463,random
-0.40206164,-0.0055384827,-1.6151891,6.343698,-1.4233162,-3.512011,-2.4927464,2.1704414,4.25989,-4.531752,-0.5762932,4.6600113,-7.4738317,-11.05115,5.839432,random
-0.3134255,-0.011286011,-0.54447347,5.914887,-2.2957382,-2.77443,-2.390963,1.2837254,3.4067008,-5.609223,-0.5779823,3.9134321,-8.142182,-9.399639,5.4626093,random
0.4925597,-0.07879177,-0.9316396,6.0253544,0.13417606,-4.577348,-4.6575484,0.23397292,3.8578706,-5.223897,-0.464208,4.174783,-10.280795,-9.70232,7.248556,random
0.8835451,-1.2889923,-2.644763,6.8338275,0.17673351,-2.944872,-2.8062992,1.7281771,2.4519632,-3.8041604,-1.4076796,5.922406,-8.765745,-7.890758,8.197012,random
0.7762936,-0.6151222,-2.3921902,5.8146343,0.13902347,-3.7578807,-2.132944,2.5198393,4.0471644,-3.3418472,0.028921416,3.1588538,-8.99033,-10.635564,6.666326,random
0.05599623,2.3438175,-0.8834731,5.6364293,-2.825923,-3.8927836,0.22033851,4.0502534,0.18514739,-1.7962438,-0.25604367,4.26039,-5.0333834,-8.796802,4.8040996,random
0.7475369,2.4963398,-2.2678397,5.8601475,-2.5288587,-1.7602937,-0.8236919,3.5139093,0.49953946,-2.7913144,-0.6833369,3.7002566,-4.340261,-7.9285607,5.5993752,random
-0.71170795,3.0375383,-1.3215488,6.5277658,-2.9800277,-3.582806,-0.92973524,2.78901,0.22585377,-3.6077151,-0.93047315,3.737241,-4.290315,-7.9016485,5.41918,random
-0.39826652,2.717601,-2.3385508,4.964034,-1.4047359,-4.091211,-1.9092109,3.4500356,-0.08674147,-2.5333602,-0.20905696,4.5503645,-6.00824,-8.174999,6.0311074,random
-0.33980328,2.952731,-2.0920575,7.7830215,-0.23234469,-3.854861,-0.6418974,4.4856544,-0.6734526,-2.2718997,-0.15926185,4.803148,-4.7801957,-7.5909085,5.7263865,random
0.6848935,0.7632977,-1.0046498,7.6360583,-0.35415882,-4.4958158,-0.895356,3.9747393,3.684806,-2.156185,-0.668693,5.7396007,-6.924543,-11.038899,5.0989795,random
0.6112854,0.7717081,-0.79197085,7.880513,-0.520249,-5.183342,-1.4049673,4.601585,3.81778,-2.173255,-0.9534406,6.168884,-6.8849177,-11.530928,4.7862964,random
1.3096974,1.1080048,-0.8951456,7.1339087,-1.4752473,-3.8268206,-0.8619963,5.0401745,2.0347958,-2.803575,-0.8412245,4.6657023,-4.874244,-10.603183,4.681317,random
1.830734,1.2715724,-1.4920552,6.6960416,-1.9211919,-3.351504,-0.92920077,3.7388518,2.104892,-3.6078608,-0.94090766,3.6882823,-5.17294,-9.513925,5.165609,random
-1.4728137,1.2349513,-2.6673417,3.987114,-1.8118113,-3.9210043,-2.2321172,1.0225842,0.97652906,-4.5445094,-1.464177,5.195463,-8.00916,-8.509296,6.9086714,random
-0.101867005,2.2968717,-2.9246206,5.479589,-2.194414,-4.435199,-2.3414183,1.2527137,2.0465472,-2.8343241,-0.86603916,3.1926377,-7.410356,-10.618878,5.5639157,random
-0.68772876,2.2227886,-2.5062819,5.0923185,-2.681633,-4.617005,-2.5144913,1.5457217,2.313094,-3.0045738,-0.58580804,3.39724,-7.7627435,-10.527719,5.2956944,random
0.0021586143,2.5590034,-2.30416,4.7062674,-3.2141874,-1.8643073,-0.07265949,2.429411,-0.22644922,-2.826048,-0.46749204,2.4993699,-5.177103,-8.944814,4.969531,random
2.0244021,1.4971039,-1.3208152,6.360976,-1.2708346,-2.0731735,-0.7463934,3.0244267,1.1203179,-2.911737,0.35176522,2.0605943,-5.8277125,-8.011446,6.3800025,random
0.20353884,2.201338,-2.256627,4.6361327,-3.1355143,-1.6098408,-0.21537958,2.0693197,0.50457525,-3.1973014,-0.41045374,2.850441,-5.640501,-8.76677,5.310552,random
-0.44005126,1.0443572,-0.29448906,6.6578903,-1.7290096,-3.119612,-1.5643052,2.5332456,1.1100638,-3.73611,-0.2177597,4.624443,-6.888873,-7.9721284,5.978663,random
0.06379959,0.5468607,-2.334828,7.2495394,-0.89071244,-5.286368,-3.1757648,1.703955,0.5229514,-3.158082,0.23292251,4.893462,-8.345154,-7.6313586,6.207926,random
0.10240865,0.9106979,-2.72868,7.3030562,-0.24704395,-4.6174545,-2.6784933,2.0947154,0.7268384,-3.099046,0.112458184,4.854913,-8.008829,-8.006491,6.0650344,random
-1.4519697,1.7145324,-0.49027815,7.6007867,-0.8627733,-5.682431,-5.0545588,2.121311,3.4933698,-3.1719742,0.44937238,5.1844764,-8.350123,-10.2641945,6.487619,random
-0.28017554,1.3583888,-3.223172,5.286314,-2.4000578,-2.388628,-1.8294373,2.2399106,1.2185118,-3.406792,-0.15628116,4.152473,-6.822776,-8.780226,5.357266,random
0.6073726,-2.4564085,-1.7266546,6.045343,-0.87771964,-3.6354868,-1.9001555,1.3451343,2.579973,-4.5458927,-2.1447911,3.8564355,-11.205227,-8.369946,6.255922,random
-0.5576992,-0.07753649,-1.7124648,7.1150613,0.6148907,-3.151201,-2.197211,0.65220314,1.3403159,-4.3874803,-3.3508592,4.790486,-7.8956513,-8.590459,7.288796,random
-0.9572435,-1.4149725,-0.16762224,6.920873,0.34348294,-3.7627409,-1.8201951,-0.36228362,3.1651902,-4.0442233,-3.5887985,4.526273,-9.974907,-9.650532,7.5323615,random
0.20156391,-2.0167422,-0.40298656,5.7196856,0.30622742,-4.3829947,-2.2451775,1.3155099,3.6341362,-3.0689857,-2.667896,3.6862915,-11.4119215,-9.278233,8.08267,random
-1.7958037,-0.6963018,-1.4080696,8.258309,1.5875374,-2.9895034,-3.8028424,1.482393,4.225433,-3.2975695,-2.8950012,5.6267767,-9.654629,-10.200832,7.537016,random
0.11968897,2.1191175,-0.4019802,7.5059505,-1.0428202,-3.9267976,-1.9317559,4.011999,2.6202993,-0.5951205,-0.62645316,4.7995305,-5.9107184,-10.8962755,6.213891,random
0.5804833,1.652538,-0.4565606,7.423621,-0.8729823,-3.7247703,-1.8724339,4.032582,2.8337197,-1.4066248,-1.0825913,4.360906,-6.3156404,-10.615487,6.116559,random
-0.029856572,2.5120466,-1.9229827,6.1115894,-1.8380033,-2.5808988,-2.854412,2.368841,2.0340736,-3.6972802,0.024464369,2.186888,-7.1457367,-9.592787,5.631948,random
-0.06163697,2.809356,-1.8815562,5.7644663,-1.7048967,-1.9613125,-1.8270446,2.1107154,1.2007607,-3.5126052,-0.33891216,2.097587,-6.5668893,-8.954386,5.5578647,random
-0.11403981,0.4193495,-2.6775594,3.9992738,-3.240239,-2.5442045,-1.9004028,0.29310498,-0.45710173,-3.6783755,-0.28656387,4.2634277,-7.463806,-8.348777,5.559548,random
0.6961527,0.5744698,-2.6214054,5.8577805,-1.2673225,-1.0893764,1.3223605,0.35642472,0.16487823,-3.6985433,-1.5427811,4.429854,-5.8982577,-8.534706,5.267051,random
1.1520402,-0.057596017,-2.6185157,5.2415047,-2.0305967,-1.394683,0.5256443,0.22537427,0.9472866,-4.165253,-1.9585534,4.057461,-6.378995,-8.94261,5.3905516,random
1.8835342,-0.04369089,-2.4377964,5.064685,-2.7108648,0.056029547,0.49817201,1.2776265,0.49164203,-3.8221111,-1.467955,2.6255574,-6.0862546,-7.712373,5.8175535,random
-0.62797433,0.6258877,-1.7831279,5.286326,-3.6395926,-0.78336257,-0.54522973,1.9201218,0.36820585,-5.089094,-0.9349882,3.0569777,-5.6047654,-7.9057026,5.7640367,random
0.70458484,1.3347653,-2.1224346,4.2407823,-0.40664917,-1.8442655,0.94804984,4.0700135,0.86306834,-2.726949,-1.3711877,2.4942758,-5.991203,-9.502033,6.9596,random
-1.8521324,0.77086097,-2.512015,7.235941,0.66897404,-6.8502555,-3.5677407,0.8043557,3.5718787,-4.6277432,0.5946784,5.0277395,-9.988638,-8.915661,7.5524197,random
-1.9581814,0.14880297,-2.7854156,5.9285746,0.029752979,-6.487915,-2.1021588,0.61775404,3.1334326,-4.0136385,-0.02822781,6.6558495,-9.226168,-10.175549,6.9928036,random
-0.77901816,-0.4787974,-1.7369446,5.9670863,-0.11023599,-5.385908,-1.5274669,1.662127,4.07643,-3.4800386,-1.0402445,7.2861695,-9.521184,-9.822605,6.5821514,random
-1.4033986,-0.67057854,-0.10029565,7.1694446,-0.84637874,-7.5852413,-5.008409,1.930182,6.796753,-2.7342198,-0.6242066,9.2958355,-12.272529,-11.070141,6.708952,random
0.48743084,-0.83658123,-1.1224706,7.915501,-0.51108825,-5.539365,-3.9021714,1.5383799,5.1115885,-5.00392,-0.74253833,6.8564696,-8.682483,-9.132999,7.837637,random
-0.120475754,0.7046187,-1.7753776,6.792041,-0.2894193,-3.640032,-0.05296324,3.7789893,2.120418,-2.9714227,-0.7636947,5.797306,-5.7236185,-9.334718,6.8577313,random
0.0068382765,0.53920454,-0.98843545,5.8268294,-2.450866,-4.0394735,-2.6614645,2.6516294,3.4468129,-4.4638534,-0.7951601,4.746362,-7.820998,-8.903064,6.78117,random
0.73122174,1.4318992,-1.8114156,6.7538795,-0.84123605,-3.8209906,-0.74370444,3.8004203,2.546103,-4.2707863,-0.1280571,3.1526217,-6.710931,-8.985816,5.8430734,random
-0.17979367,1.5699201,-1.9633669,6.2981277,0.12972677,-4.4571314,-1.2693762,2.177827,2.1820338,-4.368317,-0.49012965,4.219683,-7.487787,-9.317884,6.6738853,random
0.32989484,1.8018559,-2.3132384,4.747929,-2.4346519,-2.60729,-0.090639144,1.3935891,0.67379457,-4.494936,-0.9155542,3.531624,-6.223544,-8.621505,5.0569763,random
-0.26460198,2.1415784,-2.1253269,6.9526296,-0.119972326,-4.524107,-2.4355612,2.3693802,2.4320793,0.19188684,1.5448155,5.123996,-8.829277,-8.190907,8.27836,random
-0.0071458872,1.6303251,-1.6915168,6.631544,-1.532719,-4.467924,-3.227212,1.8711838,2.8946853,-1.019805,1.2246113,5.2766504,-7.8841515,-9.1552925,8.079802,random
-0.18053088,2.6831465,0.72051376,6.612029,-2.514738,-4.993475,-2.2998242,3.7114344,3.3558633,-1.4389075,1.332309,4.215711,-8.000341,-9.524541,6.205806,random
-0.560538,2.3779883,-1.0590044,6.3492513,-2.1211548,-3.805446,-4.0287647,-1.0118214,1.8504717,-2.5758865,0.4296293,5.354866,-8.629149,-7.9669228,7.6135125,random
0.26173693,2.1566432,-2.5030413,5.9265084,-3.0254695,-3.1170135,-3.1669927,0.4318445,1.8718157,-2.076376,0.21035464,4.5866017,-8.789839,-7.13728,6.3842635,random
-0.21620065,2.45787,-0.991813,7.7580585,-2.210951,-2.43979,-4.1430273,1.2150367,0.8543033,-0.88301027,0.6620932,4.554506,-7.653724,-7.962316,5.5848856,random
-0.76678264,2.6546025,0.3308539,7.011126,-3.0387766,-3.2591946,-3.3618822,3.295333,1.1448268,-0.19748364,0.8672252,3.7104654,-6.945157,-8.825378,6.191687,random
-1.0340962,2.212428,-1.0171754,7.9631987,-2.4190974,-3.1729143,-5.063902,1.1355473,1.0692043,-0.9049627,1.0591162,4.690855,-8.069228,-8.6564455,5.7815723,random
-0.3302677,2.1074877,-1.365919,7.3972764,-2.3356054,-2.1071403,-3.0566478,1.7054446,0.07617722,-1.6113971,0.6239484,4.1145854,-6.6044836,-8.189795,5.684764,random
0.34460804,2.683293,-1.5103995,6.7092676,-2.4991624,-0.5554187,-0.8288407,2.4146116,-0.8214145,-1.3193448,1.2850012,2.1975112,-5.1115127,-7.717351,5.6706176,random
-2.069975,-0.025286103,-1.2567713,5.79531,-3.197111,-2.1561618,-4.142961,-0.9701515,3.3021557,-4.1627975,-0.027070459,5.1836185,-9.252809,-9.695942,6.595209,random
-0.21660994,0.6946365,0.87652737,5.566316,-0.06215255,-4.4647036,-2.6937845,0.66291535,2.7907057,-3.7259746,-1.137584,2.569331,-9.604137,-10.373089,7.4972587,random
2.2875423,0.97554415,-1.4118544,7.36515,-0.12912653,-4.0449433,-3.078566,4.6423883,3.256719,-2.4831653,-1.6990685,4.6050563,-6.5183187,-9.466694,7.8577647,random
-0.71212757,0.86535954,1.3903052,6.9405017,0.40363696,-3.7956672,-3.1810148,-0.23295927,3.1337795,-3.72849,-1.5946628,3.0063994,-9.71926,-10.070522,7.5876455,random
-1.61678,1.1445098,-3.0501513,4.1926374,-1.5394589,-3.676583,-2.6151078,2.2468083,3.4147384,-2.7751546,0.52359134,3.539778,-9.370348,-10.455685,6.725371,random
1.0675987,-0.17356665,-2.0029492,6.0302134,-0.15653557,-2.9658208,0.091928,1.4794184,3.256731,-4.8570833,-0.99842995,4.621839,-7.723442,-9.27866,5.780137,random
0.60476226,-0.76147795,-1.1366626,6.9491577,0.7786391,-4.2863436,-1.8182367,1.5916876,5.849694,-3.3279808,-1.2370409,5.3795867,-9.236455,-11.559765,7.1609173,random
0.59067184,-0.97820127,-2.055296,6.5565677,-0.016443033,-2.0985663,-0.0369546,1.3596876,0.7207102,-4.849591,-0.53532267,3.9776115,-6.749085,-7.21073,7.977764,random
1.4988501,-0.359489,-1.4621761,6.5922146,-0.14475325,-2.6146286,-0.8391853,1.9797863,3.9085221,-3.6313226,-1.318375,4.211174,-7.4568,-10.045009,6.9219785,random
2.1141343,0.048147824,-2.2394097,6.2926235,-0.19080886,-2.1625118,-0.44836527,1.2975029,2.5199118,-4.944748,-1.8562675,3.962408,-6.8537292,-8.295556,6.9017143,random
1.1107378,1.7901555,-1.3822203,5.762071,-1.7500142,-1.5689571,-0.98600507,2.1947637,0.059771847,-4.289956,-0.85332614,2.744584,-5.9441934,-7.240767,6.162822,random
0.13005158,1.9512264,-1.296963,5.7533355,-0.8886824,-3.082012,-1.9342115,1.8008698,0.4583032,-4.5256004,-0.6998814,3.1997714,-6.673311,-8.301427,5.9656253,random
0.008780784,2.1730905,-1.1472559,5.601069,-0.7967722,-2.6433623,-1.498373,2.0213702,0.48094353,-4.266084,-0.55625015,2.9708257,-6.3373117,-8.435373,6.016087,random
1.0461427,0.56229633,-2.3198392,6.6322904,-0.8622296,-2.9344285,0.44048417,2.4260018,-0.063768536,-3.3971438,0.22932713,4.087852,-6.1226954,-7.2536516,5.7914796,random
1.202872,0.7141154,-2.5344899,6.587789,-0.59522766,-3.5063503,-0.22277658,1.950888,1.2606612,-3.2947297,0.0622072,4.298243,-6.705079,-8.520148,5.789601,random
1.0246044,2.049904,-2.5928614,4.519882,-2.1654484,-1.7089932,1.4646258,3.352554,-0.87637997,-3.772612,-0.49439216,3.3140545,-4.2418456,-7.127412,6.2052155,random
0.2944468,1.690342,-2.1206465,5.4549093,-2.818674,-2.0421045,1.1941261,2.9283185,-0.43806013,-3.7894735,-0.5511803,4.015139,-3.7730198,-7.390541,6.061959,random
0.86104923,1.726189,-2.7464228,5.736795,-2.0836651,-3.8087568,-0.8417004,3.4818149,1.5243208,-3.754718,-0.6246221,4.169971,-5.8516107,-8.077374,6.0442524,random
0.71398324,2.3046093,-2.3994112,5.9794517,-1.6562285,-1.8742775,1.6377267,3.436913,-0.33090565,-3.573463,-0.6386867,3.9532948,-3.8007214,-7.8762355,5.5934806,random
0.52374744,2.9679482,-1.881488,5.1232777,-2.464775,-1.0574836,0.7620591,3.1421747,-0.5537479,-3.394547,-1.0013855,2.9786894,-3.8592255,-7.677656,5.4970937,random
0.1698682,0.32128966,-1.9242383,4.9844303,-2.125628,-1.268172,-0.4715476,0.17768788,1.1668289,-4.6236353,-0.16201091,4.205184,-6.9558578,-7.992962,6.209227,random
1.4661552,-0.28879312,-3.2458181,5.961243,-1.1614279,-1.560992,0.10663594,0.6773236,1.1445978,-5.140349,-0.8526877,3.3813097,-6.8230705,-7.4992766,6.925823,random
0.55364925,0.512977,-1.9052981,6.7924066,-0.59347165,-3.1322033,-2.0817485,2.1982489,3.8615918,-4.1760883,-0.42992663,3.086122,-8.097084,-9.401722,7.2067113,random
0.20502238,1.1208085,-1.6973424,4.8366585,-1.09786,-1.2586749,-0.0422092,0.8725718,1.8377674,-4.269529,-0.36767885,3.815068,-7.4249496,-8.61129,6.11018,random
-0.06646046,0.21892816,-1.7248636,4.901283,-1.8366709,-1.910277,-0.9316911,-0.12650353,2.145527,-4.7379746,-0.17647256,4.5774302,-7.93843,-8.305233,6.357682,random
0.5605674,0.6953775,-3.0395625,4.072244,-1.6015624,-2.0749362,-2.4529085,-0.65262574,2.4167178,-6.222297,-1.4290785,3.7091532,-8.380455,-8.613055,6.743483,random
1.9856501,-1.3240598,-1.4240607,7.368253,0.5945296,-3.78332,-1.0451386,2.0456812,4.044503,-4.1127415,-0.43585905,5.157959,-8.25284,-8.713794,7.900236,random
2.1279197,-1.2297362,-1.4221629,7.391732,0.67334074,-3.4521008,-1.3024191,1.7773291,3.9759035,-4.331692,-0.49189615,4.9704256,-8.316844,-8.402355,7.893743,random
1.819845,-0.16482778,-1.6441225,7.2003303,0.6861012,-3.8094618,-2.2445586,1.6665058,4.2142076,-5.4190006,-0.4047444,4.0447054,-8.442103,-9.016079,7.4698963,random
